id,syllabus_name,question_type,question,answer,answer_span_1,answer_span_2,answer_span_3,answer_span_4,answer_span_5,reasoning_step_1,reasoning_step_2,reasoning_step_3,reasoning_step_4,reasoning_step_5
iNjffoNYCoOe5BNn,Syllabus.Astron101.summer2023,single reasoning,How many units do we have to read each week?,"The unit readings are self-paced, so there is no mandatory schedule.",,,,,,"The class is self-paced, so students can read however many units they want each week.",,,,
nBLoN3sOABBz1TEn,syllabus_fall2022-revised2,no answer,What topics will be covered in Units 6 and 7?,No/insufficient information,,,,,,,,,,
XCnN34rkvHJjYYAt,advanced_system_software_design_redacted,no answer,How many days of class can I miss?,No/insufficient information,,,,,,,,,,
DYvk1tkacwWkpu63,"CS4501-001_ Privacy in the Internet Age, Fall 2021_1",multi factual,Which day and What time the office hours are scheduled?,"The office hours scheduled every Tuesday and Thursday 9:30-11:30am(Discord), Wednesday 3:30- 4:30pm (Rice 403), Friday 2:00 -2:30pm Monday 3:30-4:30pm, Friday 1:00- 2:00pm(Discord).","Wednesday 3:30-4:30pm (Rice 403), Friday 2:00-2:30pm",Tuesday and Thursday 9:30-11:30am (Discord),"Mon 3:30-4:30pm, Fri 1:00-2:00pm (Discord)",,,,,,,
KS0r6wBs7NshjCwU,stat-111-syl-spring 2023,multi reasoning,"Can you provide information regarding the discussion section of this course?
","Attendance at discussions is required. 14 discussion sessions will convene. Their mission is to give group and individual activities that reinforce lecture information, discuss assignments, projects, and give quizzes.",,,,,,Attendance at discussions is required.,14 discussion sessions will convene.,"Their mission is to give group and individual activities that reinforce lecture information, discuss assignments, projects, and give quizzes.",,
RCUa1kMxuGxIEj5S,Most Recent P132 Syllabus - Spring 2022,multi factual,Is there any thing I have to buy to take this course?,"if you don't already have these, you will need to acquire an iClicker (or use the cloud app), account on the Edfinity Homework System, calculator, protractor or ruler, and headphones.","iClicker - Approx $30.00 In this class, we will be using iClickers for the 
homework quizzes and for other questions in 
class. You can use either the physical clicker 
OR the iClicker cloud app. ","Edfinity Homework 
System - $23.25  You will need to get an account 
on this system. Instructions 
will be available on Moodle.","You will need a calculator for: exams, quizzes, homework and in-class activities","Protractor or Ruler -will probably be useful throughout the 
course, you will need a ruler or 
protractor (probably better) for our unit 
on geometric optics.","Throughout the exams, there will 
occasionally be videos with additional 
instructions etc. You will want 
headphones for these so as not to 
disturb your peers. ",,,,,
BuMuGVOxekcxtRp6,advanced_system_software_design_redacted,multi factual,What are the overall objectives of this course?,Some course objectives are to demystify interactions as well as design and implementation.,"The objective of this course is threefold: i) to demystify the seemingly complex interactions between
software and hardware,",") to familiarize with advanced issues in the design and implementation
of modern software systems,",,,,,,,,
N3O1CK7XMiKLRmP0,Syllabus_BIOLOGY497G_BIOLOGY697G_FA22,single reasoning,"If I miss doing the readings for one class but catch up later, will I fail the class?",You will not fail the class if you miss doing the readings for one class and catch up later.,,,,,,"Attendance and participation marks count only if someone is near to a letter grade; in that type of situation, they would be boosted by 1%. ",,,,
8WQbrMk7r8ub1u4O,270 Syllabus Fall 2022 (1),single reasoning,"I am not good a group meetings for assistance as I feel I get overwhelmed and not able to get the help I need, is there time for one on one session for each student?",There are individual meetings where you have a chance to discuss a specific need of yours. ,,,,,,"Individual meetings: For questions applying to individual situations, please send an
email to schedule an appointment. We can meet virtually or in-person. These meetings should address issues that apply specifically to you.",,,,
w9ZWDjVdbFt7d5kT,2023_Chem122_syllabus,multi reasoning,How is the time we spend on this class divided?,OWL takes the most time with 3-4 hours per week. Reading is next with 2-4 hours per week. In class time is about 3 hours and pre-recorded lecture is 1. ,,,,,,Reading 2-4,OWL 3-4,PRE-RECORDED LECTURE- 1,IN CLASS 3,
oz5KaK84pYgeuIqe,syllabus_fall2022-revised2,yes/no,I took AP Stats in high school. Do I still have to do an introductory stats course at UMass?,No,"If you have not taken an intro
stats course at UMass but still want to enroll in this course, you are encouraged to petition the
instructor for permission, especially if any of the following apply: (a) you have taken AP Stats in
high school.",,,,,,,,,
x9biAhrmRkh6lEBj,GEOG468668syllabusGIS_2023,multi reasoning,How long will the unit on vectors last?,The unit on vectors will last 2 weeks.,,,,,,The classes on vectors are color coded in green. ,"The first green class is on Thursday the week of Feb 13, which is Feb 16.","The last green class is on Thursday the week of Feb 27, which is Mar 2.",February 16-March 2 is 2 weeks.,
xfeEcSZoS3ulvWby,Syllabus_Grounding_S_2023,single reasoning,"If I don't complete the weekly reading logs as a graduate student, what is the highest grade I can achieve?","Assuming you get 100% on the presentations and final exam/paper, you can achieve 90% in the class as a graduate student.",,,,,,10% of your grade will come from a weekly log on the readings that you will write up,,,,
eRSgybVVFUEGqelp,Syllabus_Grounding_S_2023,yes/no,Are there strict reading requirements?,No,"(Some possible readings for some of
the subjects are described below. But you’re encouraged to suggest cutting
readings or parts of readings that aren’t relevant to what you want to discuss,
as well as adding readings or sections of readings that you want to go over.",,,,,,,,,
aOs0L8eNTVtKJsbK,Acct 371 Syllabus - Spring,single factual,What is the maximum number of people you can have working on a team for the tax return problem due on the last day of class?,The maximum amount of people per team is 4,"The tax return may be worked on in teams. The
maximum amount of students per team is 4.",,,,,,,,,
q6RaGpymTHK90d4k,ResEcon-213-Fall-2022,summarization,How is the homework assigned and completed for the course?,Homework assignments will number 12-15 different assignments. They can only be accessed online through connect after they have been posted.,There will be 12-15 assignments during the semester. (“Homeworks”).,"Each homework
will be posted in Connect. I will do my best to announce when a new homework is available and when it
is due, but it is your responsibility to observe when a homework opens and when it closes.",,,,,,,,
8s52MVInmaIQ942t,PH224_Syllabus_Spring23,yes/no,"If I don't do well on an exam, will I be able to retake the exam to help bring my grade up?",No,"Barring a grading error, grades earned will stand. Students may not re-submit an assignment, quiz, or exam for a higher grade. ",,,,,,,,,
aruAHAQemTjY2JT5,Teaching Math in Elementary School 2 Proposed Syllabus,single reasoning,I cannot possibly make all in-person classes. Is there a virtual option available?,There is no virtual attendance or option for this course except for a small number of classes that may be made available to students ,,,,,,"Given the nature of the course, a virtual option will not be available due to state licensing issues save for a few classes allowed by the state. ",,,,
